ESNTL_ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ROAD_NM_CD,FCLTY_ROAD_NM_ADDR,LNM_ADDR,ADDR_ENG_NM,ADSTRD_CD,BULD_NM,BULD_MANAGE_CD,TEL_NO,ZIP_NO,HMPG_URL,FCLTY_LA,FCLTY_LO,ORIGIN_NM,DSPSN_TOILET_AT,ADIT_DC,UPDT_DT,REGIST_DT
KCDCOPO22N000000225,관광지,체험관광지,문경 철로자전거(구랑리역),47,경상북도,47280,문경시,4728036024,하내리,4.72803E+11,경상북도 문경시 마성면 구랑로 20,경상북도 문경시 마성면 하내리 262-1 구랑리역,"20 Gurang-ro, Maseong-myeon, Mungyeong-si, Gyeongsangbuk-do",4728036024,구랑리역,4.72804E+24,054-553-8300,36926,,36.661025,128.0993075,공공데이터,,,20230207,20230207
KCDCOPO22N000000226,관광지,체험관광지,문경 철로자전거(가은역),47,경상북도,47280,문경시,4728025321,왕능리,4.72803E+11,경상북도 문경시 가은읍 대야로 2445,경상북도 문경시 가은읍 왕능리 538-1,"2445 Daeya-ro, Gaeun-eup, Mungyeong-si, Gyeongsangbuk-do",4728025321,,4.72803E+24,054-553-8300,36996,,36.6493183,128.0607306,공공데이터,,,20230207,20230207
KCDCOPO22N000000227,관광지,체험관광지,문경 오미자테마터널,47,경상북도,47280,문경시,4728036025,신현리,4.72802E+11,경상북도 문경시 마성면 문경대로 1356-1,경상북도 문경시 마성면 신현리 산35-6 문경오미자테마터널,"1356-1 Mungyeong-daero, Maseong-myeon, Mungyeong-si, Gyeongsangbuk-do",4728036025,문경오미자테마터널,4.72804E+24,054-554-5212,36923,,36.6598932,128.1286031,공공데이터,,,20230207,20230207
KCDCOPO22N000000228,관광지,체험관광지,"고모산성, 토끼비리",47,경상북도,47280,문경시,4728036025,신현리,4.72805E+11,경상북도 문경시 마성면 고모산성길 60,경상북도 문경시 마성면 신현리 77-6,"60 Gomosanseong-gil, Maseong-myeon, Mungyeong-si, Gyeongsangbuk-do",4728036025,,4.72804E+24,054-550-6408,36923,,36.6629226,128.1290151,공공데이터,,,20230207,20230207
KCDCOPO22N000000229,관광지,체험관광지,문경 활공랜드,47,경상북도,47280,문경시,4728025031,고요리,4.72805E+11,경상북도 문경시 문경읍 활공장길 80,경상북도 문경시 문경읍 고요리 437-3,"80 Hwalgongjang-gil, Mungyeong-eup, Mungyeong-si, Gyeongsangbuk-do",4728025031,,4.72803E+24,054-571-4675,36912,,36.7362239,128.1538507,공공데이터,,,20230207,20230207
KCDCOPO22N000000230,관광지,체험관광지,불정자연휴양림,47,경상북도,47280,문경시,4728010700,,4.72805E+11,경상북도 문경시 불정길 180(불정동),경상북도 문경시 불정동 339-8,"180 Buljeong-gil, Mungyeong-si, Gyeongsangbuk-do",4728010700,,4.72801E+24,054-552-9443,36987,,36.6212821,128.1365074,공공데이터,,,20230207,20230207
KCDCOPO22N000000231,관광지,체험관광지,능강관광지,43,충청북도,43150,제천시,4315033041,능강리,4.31503E+11,충청북도 제천시 수산면 옥순봉로 1248,충청북도 제천시 수산면 능강리 200-10 이에스리조트클럽,"1248 Oksunbong-ro, Susan-myeon, Jecheon-si, Chungcheongbuk-do",4315033041,이에스리조트클럽,4.31503E+24,043-641-6712,27218,,36.9900228,128.1956764,공공데이터,,,20230207,20230207
KCDCOPO22N000000232,관광지,체험관광지,금월봉관광지,43,충청북도,43150,제천시,4315031023,월굴리,4.31503E+11,충청북도 제천시 금성면 청풍호로 1316,충청북도 제천시 금성면 월굴리 134-42,"1316 Cheongpungho-ro, Geumseong-myeon, Jecheon-si, Chungcheongbuk-do",4315031023,,4.31503E+24,043-641-6712,27211,,37.0438426,128.1736527,공공데이터,,,20230207,20230207
KCDCOPO22N000000233,관광지,체험관광지,만남의광장,43,충청북도,43150,제천시,4315032046,교리,4.31505E+11,충청북도 제천시 청풍면 청풍호로50길 6,충청북도 제천시 청풍면 교리 147,"6 Cheongpungho-ro 50-gil, Cheongpung-myeon, Jecheon-si, Chungcheongbuk-do",4315032046,,4.31503E+24,043-641-6712,27215,,37.0108336,128.1811895,공공데이터,,,20230207,20230207
KCDCOPO22N000000234,관광지,체험관광지,제천 성내관광지,43,충청북도,43150,제천시,4315031022,성내리,4.31503E+11,충청북도 제천시 금성면 청풍호로 1482,충청북도 제천시 금성면 성내리 127-4,"1482 Cheongpungho-ro, Geumseong-myeon, Jecheon-si, Chungcheongbuk-do",4315031022,,4.31503E+24,043-641-6712,27211,,37.033664,128.1751729,공공데이터,,,20230207,20230207
KCDCOPO22N000000235,관광지,체험관광지,한국차문화공원,46,전라남도,46780,보성군,4678025024,봉산리,4.67803E+11,전라남도 보성군 보성읍 녹차로 775,전라남도 보성군 보성읍 봉산리 1191-1,"775 Nokcha-ro, Boseong-eup, Boseong-gun, Jeollanam-do",4678025024,,4.67803E+24,061-852-0918,59448,,34.7198764,127.0817099,공공데이터,,,20230207,20230207
KCDCOPO22N000000236,관광지,체험관광지,황령산관광지,26,부산광역시,26500,수영구,2650010400,,2.65003E+11,부산광역시 수영구 황령산로 156(광안동),부산광역시 수영구 광안동 산59-1 금련산청소년수련원,"156 Hwangnyeongsan-ro, Suyeong-gu, Busan",2650010400,금련산청소년수련원,2.65001E+24,051-610-3211,48259,,35.1552432,129.1029084,공공데이터,,,20230207,20230207
KCDCOPO22N000000237,관광지,체험관광지,고구려대장간마을,41,경기도,41310,구리시,4131010600,,4.13104E+11,경기도 구리시 우미내길 41(아천동),경기도 구리시 아천동 316-47 고구려박물관,"41 Uminae-gil, Guri-si, Gyeonggi-do",4131010600,고구려박물관,4.13101E+24,031-550-8355,11958,,37.5608079,127.1109492,공공데이터,,,20230207,20230207
KCDCOPO22N000000238,관광지,체험관광지,동구릉,41,경기도,41310,구리시,4131010300,,4.13103E+11,경기도 구리시 동구릉로 197(인창동),경기도 구리시 인창동 66 동구릉,"197 Donggureung-ro, Guri-si, Gyeonggi-do",4131010300,동구릉,4.13101E+24,031-563-2909,11910,,37.6171286,127.136334,공공데이터,,,20230207,20230207
KCDCOPO22N000000239,관광지,체험관광지,우장춘기념관,26,부산광역시,26260,동래구,2626010800,,2.62604E+11,부산광역시 동래구 우장춘로62번길 7(온천동),부산광역시 동래구 온천동 850-48,"7 Ujangchun-ro 62beon-gil, Dongnae-gu, Busan",2626010800,,2.62601E+24,051-550-6602,47720,,35.213515,129.0720181,공공데이터,,,20230207,20230207
KCDCOPO22N000000240,관광지,체험관광지,장영실과학동산,26,부산광역시,26260,동래구,2626010500,,2.62604E+11,부산광역시 동래구 동래역사관길 18(복천동),부산광역시 동래구 복천동 1-2 동래읍성역사관,"18 Dongnaeyeoksagwan-gil, Dongnae-gu, Busan",2626010500,동래읍성역사관,2.62601E+24,051-550-6604,47799,,35.2091631,129.0896688,공공데이터,,,20230207,20230207
KCDCOPO22N000000241,관광지,체험관광지,박차정의사생가,26,부산광역시,26260,동래구,2626010300,,2.62604E+11,부산광역시 동래구 명륜로98번길 129-10(칠산동),부산광역시 동래구 칠산동 319-1 박차정생가,"129-10 Myeongnyun-ro 98beon-gil, Dongnae-gu, Busan",2626010300,박차정생가,2.62601E+24,051-860-7880,47812,,35.2016965,129.090397,공공데이터,,,20230207,20230207
KCDCOPO22N000000242,관광지,체험관광지,금강공원,26,부산광역시,26260,동래구,2626010800,,2.62603E+11,부산광역시 동래구 우장춘로 155(온천동),부산광역시 동래구 온천동 291-1 금강공원,"155 Ujangchun-ro, Dongnae-gu, Busan",2626010800,금강공원,2.62601E+24,051-860-7880,47700,,35.2196251,129.075758,공공데이터,,,20230207,20230207
KCDCOPO22N000000243,관광지,체험관광지,허심청,26,부산광역시,26260,동래구,2626010800,,2.62604E+11,부산광역시 동래구 온천장로107번길 32(온천동),부산광역시 동래구 온천동 137 허심청,"32 Oncheonjang-ro 107beon-gil, Dongnae-gu, Busan",2626010800,허심청,2.62601E+24,051-550-2200,47709,,35.221157,129.0826889,공공데이터,,,20230207,20230207
KCDCOPO22N000000244,관광지,체험관광지,복천박물관,26,부산광역시,26260,동래구,2626010500,,2.62603E+11,부산광역시 동래구 복천로 63(복천동),부산광역시 동래구 복천동 16-5 복천박물관,"63 Bokcheon-ro, Dongnae-gu, Busan",2626010500,복천박물관,2.62601E+24,051-550-0311,47800,,35.2087766,129.0911741,공공데이터,,,20230207,20230207
KCDCOPO22N000000245,관광지,체험관광지,충렬사,26,부산광역시,26260,동래구,2626010200,,2.62602E+11,부산광역시 동래구 충렬대로 345(안락동),부산광역시 동래구 안락동 421-33,"345 Chungnyeol-daero, Dongnae-gu, Busan",2626010200,,2.62601E+24,051-523-4223,47755,,35.199577,129.0959922,공공데이터,,,20230207,20230207
KCDCOPO22N000000246,관광지,체험관광지,해양자연사박물관,26,부산광역시,26260,동래구,2626010800,,2.62603E+11,부산광역시 동래구 우장춘로 175(온천동),부산광역시 동래구 온천동 산13-1 부산해양자연사박물관,"175 Ujangchun-ro, Dongnae-gu, Busan",2626010800,부산해양자연사박물관,2.62601E+24,051-593-4944,47700,,35.2219498,129.075647,공공데이터,,,20230207,20230207
KCDCOPO22N000000247,관광지,체험관광지,표충비,48,경상남도,48270,밀양시,4827038021,무안리,4.82705E+11,경상남도 밀양시 무안면 동부동안길 4,경상남도 밀양시 무안면 무안리 901-8,"4 Dongbudongan-gil, Muan-myeon, Miryang-si, Gyeongsangnam-do",4827038021,,4.82704E+24,055-359-5639,50408,,35.471582,128.6520376,공공데이터,,,20230207,20230207
KCDCOPO22N000000248,관광지,체험관광지,작원관지,48,경상남도,48270,밀양시,4827025027,검세리,4.82705E+11,경상남도 밀양시 삼랑진읍 작원관지길 77,경상남도 밀양시 삼랑진읍 검세리 135,"77 Jagwongwanji-gil, Samnangjin-eup, Miryang-si, Gyeongsangnam-do",4827025027,,4.82703E+24,055-359-5639,50467,,35.3985313,128.8665763,공공데이터,,,20230207,20230207
KCDCOPO22N000000249,관광지,체험관광지,예림서원,48,경상남도,48270,밀양시,4827031023,후사포리,4.82703E+11,경상남도 밀양시 부북면 예림서원로 128,경상남도 밀양시 부북면 후사포리 179,"128 Yerimseowon-ro, Bubuk-myeon, Miryang-si, Gyeongsangnam-do",4827031023,,4.82703E+24,055-359-5639,50404,,35.4660597,128.7299691,공공데이터,,,20230207,20230207
KCDCOPO22N000000250,관광지,체험관광지,밀양향교,48,경상남도,48270,밀양시,4827010300,,4.82705E+11,경상남도 밀양시 밀양향교3길 19(교동),경상남도 밀양시 교동 733,"19 Miryanghyanggyo 3-gil, Miryang-si, Gyeongsangnam-do",4827010300,,4.82701E+24,055-359-5639,50420,,35.5066057,128.7545381,공공데이터,,,20230207,20230207
KCDCOPO22N000000251,관광지,체험관광지,밀양관아,48,경상남도,48270,밀양시,4827010100,,4.82703E+11,경상남도 밀양시 중앙로 348(내일동),경상남도 밀양시 내일동 376 밀양관아,"348 Jungang-ro, Miryang-si, Gyeongsangnam-do",4827010100,밀양관아,4.82701E+24,055-359-5639,50429,,35.4942951,128.754331,공공데이터,,,20230207,20230207
KCDCOPO22N000000252,관광지,체험관광지,밀양영남루,48,경상남도,48270,밀양시,4827010100,,4.82703E+11,경상남도 밀양시 중앙로 324(내일동),경상남도 밀양시 내일동 40 영남루,"324 Jungang-ro, Miryang-si, Gyeongsangnam-do",4827010100,영남루,4.82701E+24,055-359-5639,50431,,35.4915452,128.755608,공공데이터,,,20230207,20230207
KCDCOPO22N000000253,관광지,체험관광지,만어사,48,경상남도,48270,밀양시,4827025022,용전리,4.82703E+11,경상남도 밀양시 삼랑진읍 만어로 776,경상남도 밀양시 삼랑진읍 용전리 4,"776 Maneo-ro, Samnangjin-eup, Miryang-si, Gyeongsangnam-do",4827025022,,4.82703E+24,055-359-5639,50465,,35.454932,128.846222,공공데이터,,,20230207,20230207
KCDCOPO22N000000254,관광지,체험관광지,표충사,48,경상남도,48270,밀양시,4827035032,구천리,4.82703E+11,경상남도 밀양시 단장면 표충로 1338,경상남도 밀양시 단장면 구천리 23,"1338 Pyochung-ro, Danjang-myeon, Miryang-si, Gyeongsangnam-do",4827035032,,4.82704E+24,055-359-5639,50418,,35.532294,128.959045,공공데이터,,,20230207,20230207
KCDCOPO22N000000255,관광지,체험관광지,부석사관광지,47,경상북도,47210,영주시,4721039022,북지리,4.72103E+11,경상북도 영주시 부석면 부석사로 298,경상북도 영주시 부석면 북지리 301-4,"298 Buseoksa-ro, Buseok-myeon, Yeongju-si, Gyeongsangbuk-do",4721039022,,4.72104E+24,054-639-6617,36001,,36.9943509,128.6797054,공공데이터,,,20230207,20230207
KCDCOPO22N000000256,관광지,체험관광지,장계관광지,43,충청북도,43730,옥천군,4373033028,장계리,4.37305E+11,충청북도 옥천군 안내면 장계1길 57,충청북도 옥천군 안내면 장계리 산7-1,"57 Janggye 1-gil, Annae-myeon, Okcheon-gun, Chungcheongbuk-do",4373033028,,4.37303E+24,043-730-3721,29005,,36.3772888,127.6356203,공공데이터,,,20230207,20230207
KCDCOPO22N000000257,관광지,체험관광지,온달관광지,43,충청북도,43800,단양군,4380033022,하리,4.38003E+11,충청북도 단양군 영춘면 온달로 23,충청북도 단양군 영춘면 하리 147 온달전시관,"23 Ondal-ro, Yeongchun-myeon, Danyang-gun, Chungcheongbuk-do",4380033022,온달전시관,4.38003E+24,043-423-8820,27020,,37.0629556,128.4929221,공공데이터,,,20230207,20230207
KCDCOPO22N000000258,관광지,체험관광지,천동관광지,43,충청북도,43800,단양군,4380025034,천동리,4.38003E+11,충청북도 단양군 단양읍 다리안로 520,충청북도 단양군 단양읍 천동리 201 오수정화조,"520 Darian-ro, Danyang-eup, Danyang-gun, Chungcheongbuk-do",4380025034,오수정화조,4.38003E+24,043-423-3589,27024,,36.9740114,128.4165952,공공데이터,,,20230207,20230207
KCDCOPO22N000000259,관광지,체험관광지,다리안관광지,43,충청북도,43800,단양군,4380025034,천동리,4.38005E+11,충청북도 단양군 단양읍 소백산등산길 12,충청북도 단양군 단양읍 천동리 380-16 다리안관광지,"12 Sobaeksandeungsan-gil, Danyang-eup, Danyang-gun, Chungcheongbuk-do",4380025034,다리안관광지,4.38003E+24,043-423-1243,27024,,36.9647819,128.4207808,공공데이터,,,20230207,20230207
KCDCOPO22N000000260,관광지,체험관광지,경산온천,47,경상북도,47290,경산시,4729035036,상대리,4.72905E+11,경상북도 경산시 남산면 상대로116길 18,경상북도 경산시 남산면 상대리 528 상대온천관광호텔,"18 Sangdae-ro 116-gil, Namsan-myeon, Gyeongsan-si, Gyeongsangbuk-do",4729035036,상대온천관광호텔,4.72904E+24,053-810-5363,38571,,35.7803786,128.7922287,공공데이터,,,20230207,20230207
KCDCOPO22N000000261,관광지,체험관광지,무극전적국민관광지,43,충청북도,43770,음성군,4377025028,소여리,4.37702E+11,충청북도 음성군 음성읍 생음대로 594,충청북도 음성군 음성읍 소여리 897 감우재전승기념관,"594 Saengeum-daero, Eumseong-eup, Eumseong-gun, Chungcheongbuk-do",4377025028,감우재전승기념관,4.37703E+24,043-871-5930,27685,,36.9506381,127.6470132,공공데이터,,,20230207,20230207
KCDCOPO22N000000262,관광지,체험관광지,우수영관광지,46,전라남도,46820,해남군,4682042025,학동리,4.68203E+11,전라남도 해남군 문내면 관광레저로 12,전라남도 해남군 문내면 학동리 1021-3 전라우수영명량대첩공원,"12 Gwangwang leisure-ro, Munnae-myeon, Haenam-gun, Jeollanam-do",4682042025,전라우수영명량대첩공원,4.68204E+24,061-530-5541,59004,,34.5725737,126.3101147,공공데이터,,,20230207,20230207
KCDCOPO22N000000263,관광지,체험관광지,땅끝관광지,46,전라남도,46820,해남군,4682034030,송호리,4.68205E+11,전라남도 해남군 송지면 땅끝마을길 100,전라남도 해남군 송지면 송호리 1158-5 땅끝전망대,"100 Ttangkkeunmaeul-gil, Songji-myeon, Haenam-gun, Jeollanam-do",4682034030,땅끝전망대,4.68203E+24,061-530-5544,59065,,34.2947135,126.5250233,공공데이터,,,20230207,20230207
KCDCOPO22N000000264,관광지,체험관광지,이바구공작소,26,부산광역시,26170,동구,2617010100,,2.61704E+11,부산광역시 동구 망양로486번길 14-13(초량동),부산광역시 동구 초량동 875-2 이바구공작소,"14-13 Mangyang-ro 486beon-gil, Dong-gu, Busan",2617010100,이바구공작소,2.61701E+24,051-440-4815,48810,,35.1170994,129.0338233,공공데이터,,,20230207,20230207
KCDCOPO22N000000265,관광지,체험관광지,장기려더나눔센터,26,부산광역시,26170,동구,2617010100,,2.61704E+11,부산광역시 동구 영초윗길 48(초량동),부산광역시 동구 초량동 856-31 더나눔,"48 Yeongchowit-gil, Dong-gu, Busan",2617010100,더나눔,2.61701E+24,051-440-4815,48808,,35.1185359,129.0326526,공공데이터,,,20230207,20230207
KCDCOPO22N000000266,관광지,체험관광지,이바구충전소,26,부산광역시,26170,동구,2617010100,,2.61704E+11,부산광역시 동구 영초윗길 25(초량동),부산광역시 동구 초량동 974-4 이바구충전소,"25 Yeongchowit-gil, Dong-gu, Busan",2617010100,이바구충전소,2.61701E+24,051-440-4815,48810,,35.1173503,129.034686,공공데이터,,,20230207,20230207
KCDCOPO22N000000267,관광지,체험관광지,168계단 부대시설,26,부산광역시,26170,동구,2617010100,,2.61704E+11,부산광역시 동구 영초윗길26번길 14(초량동),부산광역시 동구 초량동 994-520 김민부 전망대,"14 Yeongchowit-gil 26beon-gil, Dong-gu, Busan",2617010100,김민부 전망대,2.61701E+24,051-440-4815,48808,,35.1176995,129.0353474,공공데이터,,,20230207,20230207
KCDCOPO22N000000268,관광지,체험관광지,김민부전망대,26,부산광역시,26170,동구,2617010100,,2.61704E+11,부산광역시 동구 영초윗길26번길 14(초량동),부산광역시 동구 초량동 994-520 김민부 전망대,"14 Yeongchowit-gil 26beon-gil, Dong-gu, Busan",2617010100,김민부 전망대,2.61701E+24,051-440-4815,48808,,35.1176995,129.0353474,공공데이터,,,20230207,20230207
KCDCOPO22N000000269,관광지,체험관광지,홍길동테마파크,46,전라남도,46880,장성군,4688036028,아곡리,4.68803E+11,전라남도 장성군 황룡면 홍길동로 431,전라남도 장성군 황룡면 아곡리 373 홍길동테마파크,"431 Honggildong-ro, Hwangnyong-myeon, Jangseong-gun, Jeollanam-do",4688036028,홍길동테마파크,4.68804E+24,061-390-7567,57223,,35.3186207,126.7265578,공공데이터,,,20230207,20230207
KCDCOPO22N000000270,관광지,체험관광지,대천해수욕장,44,충청남도,44180,보령시,4418011000,,4.41803E+11,충청남도 보령시 머드로 123(신흑동),충청남도 보령시 신흑동 2267-3 해수욕장경영과,"123 Meodeu-ro, Boryeong-si, Chungcheongnam-do",4418011000,해수욕장경영과,4.41801E+24,041-930-6810,33489,,36.3155401,126.5108563,공공데이터,,,20230207,20230207
KCDCOPO22N000000271,관광지,체험관광지,광주광역시호호수생태원,29,광주광역시,29170,북구,2917011800,,2.91704E+11,광주광역시 북구 충효샘길 7(충효동),광주광역시 북구 충효동 439-1,"7 Chunghyosaem-gil, Buk-gu, Gwangju",2917011800,,2.91701E+24,062-613-7891,61146,,35.184219,127.0011214,공공데이터,,,20230207,20230207
KCDCOPO22N000000272,관광지,체험관광지,무창포해수욕장,44,충청남도,44180,보령시,4418025028,관당리,4.41805E+11,충청남도 보령시 웅천읍 열린바다1길 10,충청남도 보령시 웅천읍 관당리 799-1 무창포해수욕장번영회사무실,"10 Yeollinbada 1-gil, Ungcheon-eup, Boryeong-si, Chungcheongnam-do",4418025028,무창포해수욕장번영회사무실,4.41803E+24,041-930-6802,33508,,36.2445774,126.5365426,공공데이터,,,20230207,20230207
KCDCOPO22N000000273,관광지,체험관광지,남한산성,41,경기도,41610,광주시,4161037021,산성리,4.16103E+11,경기도 광주시 남한산성면 남한산성로 731,경기도 광주시 남한산성면 산성리 158-1 경기도남한산성세계유산센터,"731 Namhansanseong-ro, Namhansanseong-myeon, Gwangju-si, Gyeonggi-do",4161037021,경기도남한산성세계유산센터,4.16104E+24,031-8008-5155,12700,,37.4766964,127.1884165,공공데이터,,,20230207,20230207
KCDCOPO22N000000274,관광지,체험관광지,분원백자자료관,41,경기도,41610,광주시,4161035021,분원리,4.16103E+11,경기도 광주시 남종면 산수로 1642-1,경기도 광주시 남종면 분원리 116 분원초등학교,"1642-1 Sansu-ro, Namjong-myeon, Gwangju-si, Gyeonggi-do",4161035021,분원초등학교,4.16104E+24,031-799-1500,12708,,37.4962574,127.3034492,공공데이터,,,20230207,20230207
KCDCOPO22N000000275,관광지,체험관광지,유치환의 우체통,26,부산광역시,26170,동구,2617010100,,2.61704E+11,부산광역시 동구 망양로580번길 2(초량동),부산광역시 동구 초량동 827-44 유치환의 우체통,"2 Mangyang-ro 580beon-gil, Dong-gu, Busan",2617010100,유치환의 우체통,2.61701E+24,051-440-4815,48805,,35.1220959,129.0338423,공공데이터,,,20230207,20230207
KCDCOPO22N000000276,관광지,체험관광지,소흥관(한중우호센터),26,부산광역시,26170,동구,2617010100,,2.61703E+11,부산광역시 동구 초량중로 36(초량동),부산광역시 동구 초량동 546 차이나타운공영노외주차장,"36 Choryangjung-ro, Dong-gu, Busan",2617010100,차이나타운공영노외주차장,2.61701E+24,051-440-4815,48818,,35.1150761,129.0375502,공공데이터,,,20230207,20230207
KCDCOPO22N000000277,관광지,체험관광지,만화체험관,26,부산광역시,26170,동구,2617010400,,2.61703E+11,부산광역시 동구 성북로 42-1(범일동),부산광역시 동구 범일동 1405-1,"42-1 Seongbuk-ro, Dong-gu, Busan",2617010400,,2.61701E+24,051-440-4815,48763,,35.1377804,129.0497944,공공데이터,,,20230207,20230207
KCDCOPO22N000000278,관광지,체험관광지,안용복기념 부산포개항문화관,26,부산광역시,26170,동구,2617010300,,2.61703E+11,부산광역시 동구 증산로 100(좌천동),부산광역시 동구 좌천동 722 부산포개항문화관,"100 Jeungsan-ro, Dong-gu, Busan",2617010300,부산포개항문화관,2.61701E+24,051-440-4815,48724,,35.1356368,129.0529467,공공데이터,,,20230207,20230207
KCDCOPO22N000000279,관광지,체험관광지,좌천동굴,26,부산광역시,26170,동구,2617010300,,2.61704E+11,부산광역시 동구 고관로185번길 1(좌천동),부산광역시 동구 좌천동 567-2 다전리치텔,"1 Gogwan-ro 185beon-gil, Dong-gu, Busan",2617010300,다전리치텔,2.61701E+24,051-440-4815,48724,,35.1332584,129.0522683,공공데이터,,,20230207,20230207
KCDCOPO22N000000280,관광지,체험관광지,만화카페,26,부산광역시,26170,동구,2617010300,,2.61703E+11,부산광역시 동구 성북로 31(좌천동),부산광역시 동구 좌천동 892-8,"31 Seongbuk-ro, Dong-gu, Busan",2617010300,,2.61701E+24,051-440-4815,48767,,35.1367514,129.0496096,공공데이터,,,20230207,20230207
KCDCOPO22N000000281,관광지,체험관광지,명란브랜드연구소,26,부산광역시,26170,동구,2617010100,,2.61704E+11,부산광역시 동구 영초윗길 22-1(초량동),부산광역시 동구 초량동 994-351,"22-1 Yeongchowit-gil, Dong-gu, Busan",2617010100,,2.61701E+24,051-440-4814,48808,,35.117117,129.035016,공공데이터,,,20230207,20230207
KCDCOPO22N000000282,관광지,체험관광지,교리관광지,43,충청북도,43150,제천시,4315032046,교리,4.31503E+11,충청북도 제천시 청풍면 청풍호로 1798,충청북도 제천시 청풍면 교리 99,"1798 Cheongpungho-ro, Cheongpung-myeon, Jecheon-si, Chungcheongbuk-do",4315032046,,4.31503E+24,043-641-6712,27215,,37.0165672,128.1768531,공공데이터,,,20230207,20230207
KCDCOPO22N000000283,관광지,체험관광지,자갈치시장,26,부산광역시,26110,중구,2611013900,,2.61103E+11,부산광역시 중구 자갈치해안로 52(남포동4가),부산광역시 중구 남포동4가 37-1 자갈치시장,"52 Jagalchihaean-ro, Jung-gu, Busan",2611013900,자갈치시장,2.61101E+24,051-245-2594,48983,,35.0966144,129.0305818,공공데이터,,,20230207,20230207
KCDCOPO22N000000284,관광지,체험관광지,40계단테마거리,26,부산광역시,26110,중구,2611010700,,2.61104E+11,부산광역시 중구 대청로135번길 13(중앙동4가),부산광역시 중구 중앙동4가 38-1,"13 Daecheong-ro 135beon-gil, Jung-gu, Busan",2611010700,,2.61101E+24,051-600-4046,48928,,35.1039723,129.0346287,공공데이터,,,20230207,20230207
KCDCOPO22N000000285,관광지,체험관광지,BIFF광장,26,부산광역시,26110,중구,2611014000,,2.61103E+11,부산광역시 중구 비프광장로 36(남포동5가),부산광역시 중구 남포동5가 18-1,"36 BIFF gwangjang-ro, Jung-gu, Busan",2611014000,,2.61101E+24,051-600-4084,48953,,35.0986204,129.0287588,공공데이터,,,20230207,20230207
KCDCOPO22N000000286,관광지,체험관광지,영도대교,26,부산광역시,26110,중구,2611013600,,2.61103E+11,부산광역시 중구 태종로 8(남포동1가),부산광역시 중구 남포동1가 33-9 중구 관광안내소,"8 Taejong-ro, Jung-gu, Busan",2611013600,중구 관광안내소,2.61101E+24,051-780-0062,48984,,35.0972534,129.035681,공공데이터,,,20230207,20230207
KCDCOPO22N000000287,관광지,체험관광지,보수동책방골목,26,부산광역시,26110,중구,2611012000,,2.61103E+11,부산광역시 중구 대청로 57-1(보수동1가),부산광역시 중구 보수동1가 124-15,"57-1 Daecheong-ro, Jung-gu, Busan",2611012000,,2.61101E+24,051-743-7650,48967,,35.103239,129.0263248,공공데이터,,,20230207,20230207
KCDCOPO22N000000288,관광지,체험관광지,용두산공원,26,부산광역시,26110,중구,2611013400,,2.61104E+11,부산광역시 중구 용두산길 37-55(광복동2가),부산광역시 중구 광복동2가 1-2 용두산공원,"37-55 Yongdusan-gil, Jung-gu, Busan",2611013400,용두산공원,2.61101E+24,051-860-7820,48950,,35.1009305,129.0324434,공공데이터,,,20230207,20230207
KCDCOPO22N000000289,관광지,체험관광지,광복로,26,부산광역시,26110,중구,2611013100,,2.61103E+11,부산광역시 중구 광복중앙로 1(창선동1가),부산광역시 중구 창선동1가 44 창선치안센터,"1 Gwangbokjungang-ro, Jung-gu, Busan",2611013100,창선치안센터,2.61101E+24,051-600-4084,48948,,35.0994704,129.0311659,공공데이터,,,20230207,20230207
KCDCOPO22N000000290,관광지,체험관광지,부산영화체험박물관,26,부산광역시,26110,중구,2611011300,,2.61104E+11,부산광역시 중구 대청로126번길 12(동광동3가),부산광역시 중구 동광동3가 41-4 부산영화체험박물관,"12 Daecheong-ro 126beon-gil, Jung-gu, Busan",2611011300,부산영화체험박물관,2.61101E+24,051-715-4200,48950,,35.1016934,129.033594,공공데이터,,,20230207,20230207
KCDCOPO22N000000291,관광지,체험관광지,광양 김 시식지,46,전라남도,46230,광양시,4623010900,,4.62305E+11,전라남도 광양시 김시식지1길 57-6(태인동),전라남도 광양시 태인동 829,"57-6 Gimsisikji 1-gil, Gwangyang-si, Jeollanam-do",4623010900,,4.62301E+24,061-797-2418,57814,,34.9469785,127.7519933,공공데이터,,,20230207,20230207
KCDCOPO22N000000292,관광지,체험관광지,서창한옥문화관,29,광주광역시,29140,서구,2914012600,,2.91403E+11,광주광역시 서구 눌재로 420(세하동),광주광역시 서구 세하동 559-1,"420 Nuljae-ro, Seo-gu, Gwangju",2914012600,,2.91401E+24,062-373-1365,62076,,35.1152354,126.8300424,공공데이터,,,20230207,20230207
KCDCOPO22N000000293,관광지,체험관광지,유니온파크,41,경기도,41450,하남시,4145010600,,4.14502E+11,경기도 하남시 미사대로 710(신장동),경기도 하남시 신장동 27 하남시환경기초시설,"710 Misa-daero, Hanam-si, Gyeonggi-do",4145010600,하남시환경기초시설,4.14501E+24,031-790-6255,12941,,37.5465478,127.2205032,공공데이터,,,20230207,20230207
