,id,행정동,법정동,geometry,coordinates,centroid,인구수,고령인구수,장애인복지시설수,경로당수,BF인증시설수,무장애산책로,전동휠체어충전소,장애인_실내문화공간,장애인_실외문화공간,경찰서,공공도서관,우체국,의료기관,학교,장애인구수(4유형),전동휠체어충전소_공휴일운영,복지시설밀도,장애등록인원,건물3유형,건물2유형,복지시설수_정규화,장애인구수_정규화,건물3유형_정규화,건물2유형_정규화,총점,총점_정규화
130,173,금곡면,문산읍,"MULTIPOLYGON (((128.1917655658288 35.16278899567851, 128.1918037439241 35.16729726395187, 128.1972938894462 35.16726578592595, 128.1972554084296 35.16275752288146, 128.1917655658288 35.16278899567851)))","[[128.19176556582877, 35.16278899567851], [128.1918037439241, 35.16729726395187], [128.1972938894462, 35.16726578592595], [128.19725540842956, 35.16275752288146], [128.19176556582877, 35.16278899567851]]",POINT (128.194529651729 35.16502741284288),18.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,0,0,4.13253012,0,0,0.0,0.05117828383923932,0.0,0.0,0.2047131353569573,0.011705669231000675
131,175,금곡면,문산읍,"MULTIPOLYGON (((128.1916129381964 35.14475588860986, 128.1916510823959 35.14926417047291, 128.1971400166363 35.14923271335911, 128.1971015697844 35.14472443672268, 128.1916129381964 35.14475588860986)))","[[128.19161293819639, 35.144755888609865], [128.19165108239585, 35.14926417047291], [128.19714001663627, 35.14923271335911], [128.19710156978442, 35.14472443672268], [128.19161293819639, 35.144755888609865]]",POINT (128.1943764015749 35.14699432301081),0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,0,0,4.13253012,0,0,0.0,0.05117828383923932,0.0,0.0,0.2047131353569573,0.011705669231000675
132,176,내동면,내동면,"MULTIPOLYGON (((128.0543640001449 35.14095299189766, 128.0543945706774 35.14546139438553, 128.0598833938395 35.14543615733429, 128.0598525206796 35.14092775903988, 128.0543640001449 35.14095299189766)))","[[128.05436400014491, 35.14095299189766], [128.0543945706774, 35.14546139438553], [128.05988339383947, 35.14543615733429], [128.05985252067956, 35.140927759039876], [128.05436400014491, 35.14095299189766]]",POINT (128.0571236211923 35.14319459638182),25.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,0,0,1.2125,0,0,0.0,0.004474071679771673,0.0,0.0,0.01789628671908669,0.0010233247242855026
133,178,금산면,금산면,"MULTIPOLYGON (((128.1536973705507 35.20808522476545, 128.1537335083029 35.21259349453454, 128.1592267448056 35.21256370861098, 128.159190303446 35.20805544378685, 128.1536973705507 35.20808522476545)))","[[128.15369737055067, 35.20808522476545], [128.1537335083029, 35.21259349453454], [128.15922674480555, 35.21256370861098], [128.15919030344597, 35.208055443786854], [128.15369737055067, 35.20808522476545]]",POINT (128.1564619816085 35.21032448869273),38.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,0,0,6.915492958,0,0,0.0,0.09569018319521794,0.0,0.0,0.38276073278087175,0.02188658057889518
134,179,대곡면,대곡면,"MULTIPOLYGON (((128.132250224122 35.27582583758415, 128.1322852639443 35.28033407579071, 128.1377830944588 35.28030521495128, 128.1377477500094 35.27579698153204, 128.132250224122 35.27582583758415)))","[[128.13225022412203, 35.27582583758415], [128.13228526394425, 35.280334075790705], [128.13778309445883, 35.28030521495128], [128.13774775000937, 35.27579698153204], [128.13225022412203, 35.27582583758415]]",POINT (128.1350165829722 35.27806554828478),20.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,0,0,2.068181818,0,0,0.0,0.018160213098364634,0.0,0.0,0.07264085239345854,0.004153665026394561
135,180,일반성면,일반성면,"MULTIPOLYGON (((128.2740695648979 35.15778259733673, 128.2741122771223 35.16229078624491, 128.2796019845022 35.16225558243255, 128.2795589694535 35.15774739937241, 128.2740695648979 35.15778259733673)))","[[128.2740695648979, 35.157782597336734], [128.2741122771223, 35.16229078624491], [128.27960198450216, 35.16225558243255], [128.27955896945355, 35.15774739937241], [128.2740695648979, 35.157782597336734]]",POINT (128.2768356987947 35.16001911207576),20.0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,3.188679245,0,1,3.188679245,0,0,0.14285714285714285,0.03608192876708713,0.0,0.0,0.7157562864969199,0.040927546369376414
136,183,장재동,초장동,"MULTIPOLYGON (((128.0877166022203 35.19940649924863, 128.0877490821217 35.20391483190985, 128.0932418032924 35.20388804545433, 128.0932090198982 35.19937971724067, 128.0877166022203 35.19940649924863)))","[[128.0877166022203, 35.19940649924863], [128.08774908212172, 35.20391483190985], [128.09324180329244, 35.203888045454335], [128.09320901989815, 35.19937971724067], [128.0877166022203, 35.19940649924863]]",POINT (128.0904791267322 35.20164729422535),79.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,10.35897436,0,0,10.35897436,0,0,0.0,0.15076669931217812,0.0,0.0,0.6030667972487125,0.03448386660916071
137,184,금곡면,금곡면,"MULTIPOLYGON (((128.1749981306194 35.12681552965882, 128.1750353337906 35.13132384053372, 128.1805230830143 35.13129314969346, 128.1804855774537 35.12678484391905, 128.1749981306194 35.12681552965882)))","[[128.17499813061937, 35.12681552965882], [128.17503533379062, 35.131323840533724], [128.1805230830143, 35.131293149693455], [128.18048557745374, 35.12678484391905], [128.17499813061937, 35.12681552965882]]",POINT (128.1777605310452 35.12905436165733),27.0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,1.632183908,0,1,1.632183908,0,0,0.14285714285714285,0.011186675822069529,0.0,0.0,0.6161752747168495,0.03523342037422068
138,185,진성면,진성면,"MULTIPOLYGON (((128.2467460228807 35.17147949925149, 128.2467872484067 35.17598770656883, 128.2522779114483 35.17595372946684, 128.2522363828861 35.17144552779281, 128.2467460228807 35.17147949925149)))","[[128.2467460228807, 35.17147949925149], [128.2467872484067, 35.17598770656883], [128.25227791144835, 35.17595372946684], [128.25223638288605, 35.17144552779281], [128.2467460228807, 35.17147949925149]]",POINT (128.2495118912134 35.17371663650974),40.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,0,0,1.607594937,0,0,0.0,0.010793389290365192,0.0,0.0,0.04317355716146077,0.00246870030482675
139,186,상대동,상대동,"MULTIPOLYGON (((128.1260250302941 35.1811805576443, 128.1260596038884 35.18568887187401, 128.1315510591583 35.18566036042323, 128.1315161823521 35.18115205092855, 128.1260250302941 35.1811805576443)))","[[128.12602503029407, 35.181180557644296], [128.1260596038884, 35.185688871874014], [128.13155105915834, 35.18566036042323], [128.13151618235213, 35.18115205092855], [128.12602503029407, 35.181180557644296]]",POINT (128.1287879687622 35.18342048096538),706.0,163.0,0,4,0,0,0,0,0,0,0,0,0,0,56.0,0,4,56.0,0,0,0.5714285714285714,0.8807688078747646,0.0,0.0,5.808789517213344,0.33215146943277296
140,188,유곡동,이현동,"MULTIPOLYGON (((128.0547312949631 35.19505359835107, 128.0547619470669 35.19956196021556, 128.060254407004 35.19953667280728, 128.0602234514653 35.19502831514171, 128.0547312949631 35.19505359835107)))","[[128.05473129496306, 35.195053598351066], [128.05476194706694, 35.19956196021556], [128.06025440700395, 35.199536672807284], [128.06022345146528, 35.19502831514171], [128.05473129496306, 35.195053598351066]]",POINT (128.0574927749822 35.19729515738773),123.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,19.77777778,0,1,19.77777778,0,0,0.14285714285714285,0.30141507454743066,0.0,0.0,1.777088869618294,0.10161543598837595
141,189,명석면,명석면,"MULTIPOLYGON (((128.0220379291884 35.23577542113641, 128.0220668183308 35.24028377686401, 128.027562052128 35.24025994851549, 128.027532858935 35.2357515967425, 128.0220379291884 35.23577542113641)))","[[128.02203792918843, 35.23577542113641], [128.0220668183308, 35.24028377686401], [128.027562052128, 35.240259948515494], [128.027532858935, 35.235751596742496], [128.02203792918843, 35.23577542113641]]",POINT (128.0247999145117 35.23801770660472),21.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,0,0,1.79245283,0,0,0.0,0.013750085591163681,0.0,0.0,0.055000342364654724,0.0031449658283520658
142,190,집현면,집현면,"MULTIPOLYGON (((128.104427721757 35.23088356908064, 128.1044611640746 35.23539186453414, 128.1099559895052 35.23536429865344, 128.1099222432275 35.23085600777507, 128.104427721757 35.23088356908064)))","[[128.10442772175705, 35.23088356908064], [128.10446116407465, 35.23539186453414], [128.10995598950515, 35.23536429865344], [128.10992224322752, 35.230856007775074], [128.10442772175705, 35.23088356908064]]",POINT (128.1071917794862 35.2331239557968),0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,0,0,2.517241379,0,0,0.0,0.02534266401403581,0.0,0.0,0.10137065605614325,0.005796459359843519
143,191,대평면,대평면,"MULTIPOLYGON (((127.9721916876529 35.1683523682089, 127.9722177533097 35.17286080837121, 127.9777084885573 35.17283927908088, 127.9776821198487 35.16833084249473, 127.9721916876529 35.1683523682089)))","[[127.97219168765285, 35.1683523682089], [127.97221775330969, 35.17286080837121], [127.97770848855733, 35.17283927908088], [127.97768211984872, 35.168330842494726], [127.97219168765285, 35.1683523682089]]",POINT (127.9749500122204 35.1705958452777),20.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,2.740740741,0,0,2.740740741,0,0,0.0,0.028917408517134865,0.0,0.0,0.11566963406853946,0.006614086947162737
144,192,대곡면,대곡면,"MULTIPOLYGON (((128.1540953275188 35.25767600541333, 128.1541315536489 35.26218423781571, 128.1596281342856 35.26215439746188, 128.1595916038058 35.25764617001039, 128.1540953275188 35.25767600541333)))","[[128.15409532751883, 35.25767600541333], [128.15413155364885, 35.26218423781571], [128.15962813428564, 35.26215439746188], [128.15959160380584, 35.25764617001039], [128.15409532751883, 35.25767600541333]]",POINT (128.1568616546475 35.25991522348154),28.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,0,0,2.068181818,0,0,0.0,0.018160213098364634,0.0,0.0,0.07264085239345854,0.004153665026394561
145,194,명석면,명석면,"MULTIPOLYGON (((128.0279128765538 35.29435990562658, 128.027942154142 35.29886821336635, 128.0334413402449 35.29884408354906, 128.0334117577286 35.29433577981098, 128.0279128765538 35.29435990562658)))","[[128.0279128765538, 35.29435990562658], [128.02794215414198, 35.29886821336635], [128.0334413402449, 35.29884408354906], [128.03341175772863, 35.29433577981098], [128.0279128765538, 35.29435990562658]]",POINT (128.0306770320326 35.2966020164232),15.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,0,0,1.79245283,0,0,0.0,0.013750085591163681,0.0,0.0,0.055000342364654724,0.0031449658283520658
146,195,집현면,집현면,"MULTIPOLYGON (((128.0771786107586 35.26257578759333, 128.0772105829102 35.26708408156814, 128.0827075744679 35.26705773223355, 128.0826752978753 35.26254944263022, 128.0771786107586 35.26257578759333)))","[[128.07717861075855, 35.262575787593335], [128.07721058291023, 35.26708408156814], [128.08270757446795, 35.26705773223355], [128.08267529787528, 35.26254944263022], [128.07717861075855, 35.262575787593335]]",POINT (128.0799430163554 35.2648167818167),41.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,0,0,2.517241379,0,0,0.0,0.02534266401403581,0.0,0.0,0.10137065605614325,0.005796459359843519
147,196,금곡면,금곡면,"MULTIPOLYGON (((128.1857085952732 35.09519571026873, 128.185746344497 35.09970403466632, 128.191231961705 35.0996728831808, 128.1911939105652 35.09516456396236, 128.1857085952732 35.09519571026873)))","[[128.18570859527316, 35.095195710268726], [128.185746344497, 35.09970403466632], [128.19123196170497, 35.0996728831808], [128.19119391056518, 35.095164563962356], [128.18570859527316, 35.095195710268726]]",POINT (128.1884702028326 35.09743431870142),16.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1.632183908,0,1,1.632183908,0,0,0.5,0.011186675822069529,0.0,0.0,2.0447467032882782,0.11692033600157654
148,197,하대동,하대동,"MULTIPOLYGON (((128.1260941851609 35.19019718271151, 128.1261287741133 35.19470549015658, 128.1316208360091 35.19467696923417, 128.1315859437101 35.19016866652517, 128.1260941851609 35.19019718271151)))","[[128.12609418516092, 35.19019718271151], [128.1261287741133, 35.19470549015658], [128.1316208360091, 35.194676969234166], [128.1315859437101, 35.19016866652517], [128.12609418516092, 35.19019718271151]]",POINT (128.1288574345874 35.1924370979116),2843.0,570.0,0,2,0,1,0,1,0,0,0,0,1,0,63.45454545,0,4,63.45454545,0,1,1.7857142857142856,1.0,0.0,0.022727272727272728,11.188311688311687,0.6397570710269733
149,198,진성면,진성면,"MULTIPOLYGON (((128.235846523393 35.18056312928126, 128.2358871608837 35.18507134095513, 128.2413784484511 35.18503785044285, 128.2413375077855 35.18052964433085, 128.235846523393 35.18056312928126)))","[[128.23584652339295, 35.18056312928126], [128.23588716088375, 35.185071340955126], [128.24137844845112, 35.18503785044285], [128.24133750778546, 35.180529644330846], [128.23584652339295, 35.18056312928126]]",POINT (128.2386124099392 35.18280051199927),11.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,0,0,1.607594937,0,0,0.0,0.010793389290365192,0.0,0.0,0.04317355716146077,0.00246870030482675
150,201,수곡면,수곡면,"MULTIPOLYGON (((127.9556952057006 35.16390699835977, 127.9557203566087 35.16841545238031, 127.9612108059656 35.16839467315254, 127.9611853520692 35.16388622258378, 127.9556952057006 35.16390699835977)))","[[127.95569520570058, 35.16390699835977], [127.95572035660868, 35.16841545238031], [127.96121080596556, 35.16839467315254], [127.9611853520692, 35.16388622258378], [127.95569520570058, 35.16390699835977]]",POINT (127.9584529299684 35.16615085735454),25.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,0,1,0.932773109,0,0,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,0.032674766250942344
151,202,이반성면,이반성면,"MULTIPOLYGON (((128.3291004241982 35.17094380263062, 128.3291461950481 35.17545192095903, 128.3346367126867 35.1754142111883, 128.3345906388325 35.17090609912307, 128.3291004241982 35.17094380263062)))","[[128.3291004241982, 35.170943802630624], [128.32914619504814, 35.175451920959034], [128.3346367126867, 35.1754142111883], [128.3345906388325, 35.17090609912307], [128.3291004241982, 35.170943802630624]]",POINT (128.3318684924782 35.17317902921404),24.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,0,0,1.630952381,0,0,0.0,0.011166978251864973,0.0,0.0,0.04466791300745989,0.002554148828763313
152,203,초전동,초장동,"MULTIPOLYGON (((128.115212614495 35.20377840826664, 128.1152466193948 35.20828671488442, 128.1207396070405 35.20825867809666, 128.1207052985886 35.20375037613374, 128.115212614495 35.20377840826664)))","[[128.11521261449502, 35.20377840826664], [128.1152466193948, 35.20828671488442], [128.1207396070405, 35.20825867809666], [128.12070529858863, 35.20375037613374], [128.11521261449502, 35.20377840826664]]",POINT (128.1179760347217 35.20601856511055),130.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,10.35897436,0,0,10.35897436,0,0,0.0,0.15076669931217812,0.0,0.0,0.6030667972487125,0.03448386660916071
153,204,진성면,진성면,"MULTIPOLYGON (((128.2086655010599 35.21228442113703, 128.2087046835035 35.21679263619318, 128.2141981396999 35.21676035289701, 128.2141586536001 35.2122521432001, 128.2086655010599 35.21228442113703)))","[[128.2086655010599, 35.212284421137035], [128.2087046835035, 35.216792636193176], [128.21419813969993, 35.21676035289701], [128.21415865360007, 35.212252143200104], [128.2086655010599, 35.212284421137035]]",POINT (128.2114317442841 35.214522409128),19.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,0,0,1.607594937,0,0,0.0,0.010793389290365192,0.0,0.0,0.04317355716146077,0.00246870030482675
154,207,하대동,하대동,"MULTIPOLYGON (((128.1095851922786 35.18577291242811, 128.1096188637033 35.1902812372242, 128.1151106450902 35.19025346806215, 128.1150766703812 35.18574514787758, 128.1095851922786 35.18577291242811)))","[[128.10958519227864, 35.18577291242811], [128.10961886370333, 35.1902812372242], [128.11511064509017, 35.190253468062146], [128.1150766703812, 35.185745147877576], [128.10958519227864, 35.18577291242811]]",POINT (128.1123478427066 35.18801321214946),3114.0,675.0,0,1,0,1,0,0,0,0,0,0,1,0,63.45454545,0,2,63.45454545,0,1,0.6428571428571428,1.0,0.0,0.022727272727272728,6.616883116883117,0.3783589410194347
155,208,명석면,명석면,"MULTIPOLYGON (((128.0438371173169 35.20862851783998, 128.0438671825688 35.21313687782078, 128.049360566771 35.21311207626925, 128.049330197879 35.208603720406, 128.0438371173169 35.20862851783998)))","[[128.04383711731685, 35.208628517839976], [128.04386718256876, 35.21313687782078], [128.04936056677099, 35.213112076269255], [128.04933019787904, 35.208603720406], [128.04383711731685, 35.208628517839976]]",POINT (128.0465987659942 35.21087031885325),15.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,0,0,1.79245283,0,0,0.0,0.013750085591163681,0.0,0.0,0.055000342364654724,0.0031449658283520658
156,209,진성면,진성면,"MULTIPOLYGON (((128.2521948635443 35.16693732271418, 128.2522363828861 35.17144552779281, 128.2577267336709 35.17141130752105, 128.2576849113621 35.16690310812645, 128.2521948635443 35.16693732271418)))","[[128.2521948635443, 35.166937322714176], [128.25223638288605, 35.17144552779281], [128.25772673367086, 35.17141130752105], [128.25768491136213, 35.16690310812645], [128.2521948635443, 35.166937322714176]]",POINT (128.2549607226723 35.16917433727485),10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,0,0,1.607594937,0,0,0.0,0.010793389290365192,0.0,0.0,0.04317355716146077,0.00246870030482675
157,210,이반성면,이반성면,"MULTIPOLYGON (((128.3238376396136 35.1935218459629, 128.3238831579655 35.19802995344541, 128.3293752018103 35.19799246138965, 128.3293293801154 35.19348436013239, 128.3238376396136 35.1935218459629)))","[[128.32383763961363, 35.1935218459629], [128.32388315796553, 35.19802995344541], [128.32937520181028, 35.197992461389646], [128.32932938011538, 35.19348436013239], [128.32383763961363, 35.1935218459629]]",POINT (128.3266063446647 35.19575717598866),0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,0,0,1.630952381,0,0,0.0,0.011166978251864973,0.0,0.0,0.04466791300745989,0.002554148828763313
158,211,진성면,진성면,"MULTIPOLYGON (((128.2247444875228 35.16710466404976, 128.2247844919994 35.17161289692865, 128.2302748882142 35.17157992073565, 128.2302345807606 35.16707169333417, 128.2247444875228 35.16710466404976)))","[[128.2247444875228, 35.16710466404976], [128.22478449199943, 35.17161289692865], [128.23027488821418, 35.171579920735645], [128.23023458076057, 35.167071693334165], [128.2247444875228, 35.16710466404976]]",POINT (128.2275096119377 35.16934231449858),23.0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,1.607594937,0,1,1.607594937,0,0,0.14285714285714285,0.010793389290365192,0.0,0.0,0.6146021285900322,0.03514346655576909
159,212,가좌동,가호동,"MULTIPOLYGON (((128.1038936533964 35.15875038062442, 128.1039269771064 35.16325873032907, 128.1094169472653 35.16323123759088, 128.1093833206731 35.15872289245342, 128.1038936533964 35.15875038062442)))","[[128.1038936533964, 35.15875038062442], [128.10392697710643, 35.16325873032907], [128.10941694726526, 35.16323123759088], [128.1093833206731, 35.15872289245342], [128.1038936533964, 35.15875038062442]]",POINT (128.1066552244547 35.16099083098028),1544.0,269.0,0,1,1,0,1,0,0,0,0,0,5,1,24.4516129,0,2,24.4516129,0,6,0.47619047619047616,0.37617039489421217,0.0,0.31363636363636366,4.0367162116114805,0.2308228276126406
160,215,명석면,명석면,"MULTIPOLYGON (((127.9999198742424 35.21332631788609, 127.99994751646 35.21783470593496, 128.0054412559091 35.21781189446016, 128.0054133099727 35.21330351019826, 127.9999198742424 35.21332631788609)))","[[127.99991987424237, 35.21332631788609], [127.99994751645997, 35.21783470593496], [128.00544125590915, 35.21781189446016], [128.00541330997274, 35.21330351019826], [127.99991987424237, 35.21332631788609]]",POINT (128.0026804890176 35.21556912789291),15.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,0,0,1.79245283,0,0,0.0,0.013750085591163681,0.0,0.0,0.055000342364654724,0.0031449658283520658
161,216,명석면,명석면,"MULTIPOLYGON (((127.9947000907269 35.25843264204262, 127.9947274899996 35.2629410000028, 128.0002242765016 35.26291840032843, 128.0001965728335 35.25841004611789, 127.9947000907269 35.25843264204262)))","[[127.99470009072687, 35.25843264204262], [127.99472748999963, 35.2629410000028], [128.0002242765016, 35.26291840032843], [128.0001965728335, 35.25841004611789], [127.99470009072687, 35.25843264204262]]",POINT (127.9974621073887 35.26067554293053),10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,0,0,1.79245283,0,0,0.0,0.013750085591163681,0.0,0.0,0.055000342364654724,0.0031449658283520658
162,217,금곡면,문산읍,"MULTIPOLYGON (((128.1808610081026 35.17186774885472, 128.1808985970399 35.1763760206681, 128.1863893655038 35.17634502992136, 128.186351473507 35.17183676325533, 128.1808610081026 35.17186774885472)))","[[128.18086100810262, 35.171867748854716], [128.18089859703986, 35.1763760206681], [128.18638936550377, 35.176345029921364], [128.18635147350696, 35.17183676325533], [128.18086100810262, 35.171867748854716]]",POINT (128.1836251108631 35.17410641141532),48.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,0,0,4.13253012,0,0,0.0,0.05117828383923932,0.0,0.0,0.2047131353569573,0.011705669231000675
163,218,대곡면,대곡면,"MULTIPOLYGON (((128.1654935052958 35.30720634504903, 128.1655304302051 35.31171453010624, 128.1710303468207 35.31168413502194, 128.1709931168211 35.3071759550045, 128.1654935052958 35.30720634504903)))","[[128.16549350529579, 35.30720634504903], [128.16553043020505, 35.31171453010624], [128.17103034682074, 35.31168413502194], [128.17099311682108, 35.307175955004496], [128.16549350529579, 35.30720634504903]]",POINT (128.1682618496162 35.30944526213953),21.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,0,0,2.068181818,0,0,0.0,0.018160213098364634,0.0,0.0,0.07264085239345854,0.004153665026394561
164,219,명석면,명석면,"MULTIPOLYGON (((128.0277373474861 35.2673099880401, 128.0277665860925 35.27181831610688, 128.033263943642 35.27179421029316, 128.0332344005135 35.26728588622544, 128.0277373474861 35.2673099880401)))","[[128.02773734748607, 35.267309988040104], [128.02776658609247, 35.27181831610688], [128.033263943642, 35.27179421029316], [128.03323440051346, 35.26728588622544], [128.02773734748607, 35.267309988040104]]",POINT (128.0305005692985 35.26955212098063),6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,0,0,1.79245283,0,0,0.0,0.013750085591163681,0.0,0.0,0.055000342364654724,0.0031449658283520658
165,220,주약동,천전동,"MULTIPOLYGON (((128.0874894447475 35.16784807572953, 128.0875218742007 35.17235643211203, 128.0930124723357 35.17232967677933, 128.0929797398609 35.16782132484101, 128.0874894447475 35.16784807572953)))","[[128.08748944474746, 35.16784807572953], [128.08752187420075, 35.172356432112025], [128.09301247233572, 35.172329676779334], [128.0929797398609, 35.16782132484101], [128.08748944474746, 35.16784807572953]]",POINT (128.0902508826349 35.17008889810334),1417.0,262.0,0,2,0,0,0,0,0,0,0,0,0,0,48.47058824,0,2,48.47058824,0,0,0.2857142857142857,0.7603401719280125,0.0,0.0,4.184217830569192,0.2392570942245285
166,221,지수면,지수면,"MULTIPOLYGON (((128.2472000075405 35.22106959248025, 128.2472413338858 35.22557776234085, 128.2527353347708 35.22554372312198, 128.2526937046482 35.22103555891145, 128.2472000075405 35.22106959248025)))","[[128.24720000754053, 35.22106959248025], [128.24724133388582, 35.22557776234085], [128.25273533477076, 35.22554372312198], [128.25269370464824, 35.221035558911446], [128.24720000754053, 35.22106959248025]]",POINT (128.2499675950199 35.22330667999127),29.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,0,1,1.37254902,0,0,0.14285714285714285,0.007033964242111022,0.0,0.0,0.5995644283970155,0.03428359821294159
167,222,금곡면,금곡면,"MULTIPOLYGON (((128.1694737829376 35.1223376476526, 128.1695106755245 35.12684596698062, 128.1749981306194 35.12681552965882, 128.1749609357085 35.12230721538945, 128.1694737829376 35.1223376476526)))","[[128.16947378293762, 35.1223376476526], [128.16951067552452, 35.12684596698062], [128.17499813061937, 35.12681552965882], [128.1749609357085, 35.122307215389455], [128.16947378293762, 35.1223376476526]]",POINT (128.1722358810246 35.12457661062305),0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,0,0,1.632183908,0,0,0.0,0.011186675822069529,0.0,0.0,0.044746703288278115,0.002558654123278331
168,223,수곡면,수곡면,"MULTIPOLYGON (((127.9121608848712 35.24070795146771, 127.9121836977885 35.245216374215, 127.9176793512163 35.24519753254256, 127.9176562341553 35.24068911292214, 127.9121608848712 35.24070795146771)))","[[127.91216088487116, 35.240707951467705], [127.91218369778852, 35.245216374215], [127.91767935121631, 35.245197532542555], [127.91765623415526, 35.24068911292214], [127.91216088487116, 35.240707951467705]]",POINT (127.914920041902 35.24295276358119),24.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,0,0,0.932773109,0,0,0.0,0.0,0.0,0.0,0.0,0.0
169,224,집현면,집현면,"MULTIPOLYGON (((128.0879766434917 35.235473065621, 128.0880091811437 35.23998137116067, 128.0935043326849 35.23995454910722, 128.0934714910004 35.235446248019, 128.0879766434917 35.235473065621)))","[[128.08797664349171, 35.235473065621], [128.0880091811437, 35.23998137116067], [128.09350433268486, 35.239954549107225], [128.09347149100043, 35.235446248018995], [128.08797664349171, 35.235473065621]]",POINT (128.0907404119295 35.23771382926655),1671.0,277.0,1,2,0,0,0,0,0,0,0,0,0,0,2.517241379,0,3,2.517241379,0,0,0.7857142857142857,0.02534266401403581,0.0,0.0,3.244227798913286,0.1855076737400264
170,225,유곡동,이현동,"MULTIPOLYGON (((128.0547619470669 35.19956196021556, 128.0547926059782 35.20407031869353, 128.0602853694174 35.20404502708588, 128.060254407004 35.19953667280728, 128.0547619470669 35.19956196021556)))","[[128.05476194706694, 35.19956196021556], [128.05479260597818, 35.20407031869353], [128.06028536941741, 35.20404502708588], [128.06025440700395, 35.199536672807284], [128.05476194706694, 35.19956196021556]]",POINT (128.057523582224 35.20180351546284),37.0,21.0,0,1,0,0,0,0,0,0,0,0,0,0,19.77777778,0,1,19.77777778,0,0,0.14285714285714285,0.30141507454743066,0.0,0.0,1.777088869618294,0.10161543598837595
171,226,이반성면,이반성면,"MULTIPOLYGON (((128.3457111080141 35.18435423373129, 128.3457578189757 35.18886232289791, 128.351249215113 35.18882384746716, 128.3512022009521 35.18431576468978, 128.3457111080141 35.18435423373129)))","[[128.3457111080141, 35.18435423373129], [128.3457578189757, 35.18886232289791], [128.351249215113, 35.188823847467155], [128.3512022009521, 35.18431576468978], [128.3457111080141, 35.18435423373129]]",POINT (128.3484800855465 35.18658906294544),0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,0,0,1.630952381,0,0,0.0,0.011166978251864973,0.0,0.0,0.04466791300745989,0.002554148828763313
172,227,명석면,명석면,"MULTIPOLYGON (((128.0386419437907 35.25373655427324, 128.0386717715629 35.25824488446402, 128.044168202568 35.25822029135605, 128.0441380704794 35.25371196524587, 128.0386419437907 35.25373655427324)))","[[128.0386419437907, 35.25373655427324], [128.0386717715629, 35.25824488446402], [128.04416820256796, 35.258220291356054], [128.04413807047936, 35.25371196524587], [128.0386419437907, 35.25373655427324]]",POINT (128.0414049969623 35.25597844463859),11.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,0,0,1.79245283,0,0,0.0,0.013750085591163681,0.0,0.0,0.055000342364654724,0.0031449658283520658
