법정동,장애인구수(4유형),인구수,고령인구수,장애인복지시설수,경로당수,BF인증시설수,무장애산책로,전동휠체어충전소,장애인_실내문화공간,장애인_실외문화공간,주차장수,2020년_불법주차수,2021년_불법주차수,2022년_불법주차수,2023년_불법주차수,장애인구수4_격자할당,lng,lat
초장동,,3441,231,0,0,0,0,0,0,0,0,508,1816,1447,827,10.35897436,128.1125171,35.21055478
판문동,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.02857143,128.0245968,35.20645915
문산읍,,94,10,0,0,0,0,0,0,0,0,0,89,183,116,4.13253012,128.1506453,35.16977956
진성면,,11,9,0,1,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2328785,35.15578453
정촌면,,33,17,0,1,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1449059,35.13825069
대곡면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.2117467,35.250588
가호동,,3590,175,0,0,3,0,1,0,0,0,393,4884,2091,764,24.4516129,128.1175667,35.15191867
대곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.2280324,35.22794902
대평면,,52,37,0,1,0,0,0,0,0,0,0,0,0,0,2.740740741,127.9643279,35.23375631
정촌면,,10,7,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1502149,35.11567968
대곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.2006389,35.23712754
수곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9475959,35.18873417
대곡면,,14,9,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.2224583,35.21896555
정촌면,,41,16,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1064879,35.13844905
초장동,,689,171,0,2,0,0,0,0,0,0,119,81,56,23,10.35897436,128.1069903,35.20607414
명석면,,13,8,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0578938,35.25590355
사봉면,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2828007,35.20957356
대곡면,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1569344,35.26893168
이반성면,,19,8,0,1,0,1,0,0,0,0,0,0,0,0,1.630952381,128.2987938,35.15987632
수곡면,,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.8983453,35.22497441
지수면,,17,15,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2228182,35.2595392
사봉면,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.293611,35.19146948
대평면,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2.740740741,127.953238,35.21576432
판문동,,4298,1084,0,4,0,0,1,0,0,0,135,2481,2364,1120,15.02857143,128.0518176,35.17027007
명석면,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0466592,35.21988703
문산읍,,44,11,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1505018,35.15174632
사봉면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.3102649,35.20939288
진성면,,13,9,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2602831,35.15110718
일반성면,,285,55,0,1,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2879452,35.17347272
금산면,,56,20,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1564983,35.21483275
이반성면,,96,60,0,1,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3152624,35.15976661
문산읍,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1395587,35.15631309
문산읍,,32,14,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1560271,35.15622504
지수면,,64,39,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2721992,35.25021734
사봉면,,33,18,0,1,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2772219,35.20059265
수곡면,,22,14,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9202063,35.2023579
금곡면,,14,9,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1827593,35.07041532
명석면,,30,20,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0360572,35.27854453
집현면,,49,20,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1072254,35.23763225
미천면,,9,8,0,0,0,1,0,0,0,0,0,0,0,0,1.901639344,128.096698,35.30080274
문산읍,,2122,324,0,4,0,0,1,0,0,0,0,248,332,142,4.13253012,128.1616261,35.16972008
집현면,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0855696,35.28282343
초장동,,40,11,0,0,0,0,0,0,0,0,0,0,0,0,10.35897436,128.1180102,35.21052687
문산읍,,56,24,0,1,0,0,0,0,0,0,0,0,0,0,4.13253012,128.15043,35.14272968
문산읍,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1834742,35.15607331
가호동,,763,268,0,3,0,0,0,0,0,0,0,3,1754,547,24.4516129,128.1121113,35.15645487
금산면,,81,36,0,1,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1511129,35.22838721
금곡면,,30,10,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1994796,35.10187983
이반성면,,30,17,0,1,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3207066,35.15522141
중앙동,,1914,774,0,2,1,0,0,0,0,1,212,166,155,94,54.75,128.0904465,35.19713896
진성면,,79,46,0,1,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2167666,35.19645715
수곡면,,7,,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.8981912,35.19341522
수곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9364676,35.16172351
문산읍,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1836629,35.17861468
초장동,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35897436,128.0959717,35.20162039
금산면,,60,20,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1620283,35.2193111
금곡면,,91,54,0,1,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1830599,35.10648199
하대동,,128,28,0,1,0,0,0,0,0,0,0,0,0,0,63.45454545,128.1068562,35.18804085
금곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.2050819,35.11537295
명석면,,11,6,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,127.997407,35.25165882
가호동,,622,26,0,0,0,0,0,0,0,0,0,11,22,15,24.4516129,128.1341392,35.16535859
이반성면,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3205708,35.14169697
정촌면,,33,14,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.0734947,35.12959259
명석면,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.030295,35.23799376
금곡면,,45,20,0,1,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1997494,35.13343791
사봉면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2826277,35.19154096
진성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2220592,35.1738834
이반성면,,19,15,0,1,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3539713,35.18655047
미천면,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1184892,35.27364275
미천면,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1461552,35.29604021
수곡면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,128.1883565,35.08390934
문산읍,,101,49,0,1,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1669324,35.14714849
정촌면,,47,25,0,1,0,0,0,0,0,0,0,0,0,0,4.276923077,128.0955113,35.13850349
가호동,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.4516129,128.1120437,35.14743817
수곡면,,22,13,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9257461,35.2113556
문산읍,,57,20,0,1,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1779848,35.15610415
명석면,,56,27,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.035879,35.25149458
명석면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0137813,35.2335565
초장동,,46,11,0,0,0,0,0,0,0,0,0,0,0,0,10.35897436,128.0960046,35.20612871
사봉면,,11,9,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2552526,35.20073167
정촌면,,12,,0,0,0,0,0,0,0,0,0,4,11,6,4.276923077,128.1063208,35.11590719
사봉면,,18,14,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.3157127,35.20484788
수곡면,,17,8,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9313588,35.23387829
집현면,,24,13,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0741918,35.22877653
상봉동,,83,24,0,0,0,0,0,0,0,0,0,0,0,0,56.55555556,128.0685402,35.20626078
수곡면,,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9367812,35.22033332
금곡면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1778353,35.13807097
수곡면,,47,25,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9366363,35.19328271
상대동,,312,80,0,0,0,0,0,0,0,0,0,2,0,3,56,128.1013314,35.18355991
정촌면,,99,50,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1228155,35.1203321
미천면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.0692964,35.31446008
미천면,,16,8,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1021639,35.29626723
지수면,,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2500506,35.23232301
평거동,,1785,170,0,1,0,0,0,0,0,2,7294,6763,4185,1708,58.3,128.0627986,35.17021955
이반성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3429423,35.18211932
미천면,,27,17,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.0802968,35.31440779
집현면,,82,42,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0853102,35.24675713
내동면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0516958,35.15223651
이반성면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3041946,35.15082368
대평면,,20,7,0,0,0,0,0,0,0,0,0,0,0,0,2.740740741,127.9913675,35.16151328
수곡면,,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9036834,35.19339704
문산읍,,11,6,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.216292,35.14235826
문산읍,,11,7,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1998266,35.14245447
문산읍,,71,31,0,1,0,0,0,0,0,0,0,0,0,0,4.13253012,128.139594,35.16082141
평거동,,262,49,0,0,0,0,0,0,0,0,0,0,0,0,58.3,128.068289,35.17019392
수곡면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9366122,35.18877426
정촌면,,21,8,0,1,0,0,0,0,0,0,0,0,0,0,4.276923077,128.0789825,35.1295665
진성면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2383678,35.1557512
일반성면,,10,6,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2877713,35.15544004
금곡면,,9,6,0,1,0,0,0,0,0,0,0,0,0,0,1.632183908,128.2160946,35.11981691
금곡면,,24,12,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1992102,35.0703216
사봉면,,9,7,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.3158029,35.2138641
금산면,,74,33,0,1,0,0,0,0,0,0,0,1,0,0,6.915492958,128.1564257,35.20581622
수곡면,,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9365399,35.1752489
집현면,,12,10,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1128221,35.25112939
일반성면,,30,17,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.3098622,35.16881972
진성면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2492225,35.14215912
사봉면,,25,14,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2387756,35.20083332
상평동,,498,159,0,0,0,0,0,0,0,0,4310,2564,1151,438,32.45454545,128.1177371,35.17446035
진성면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2329999,35.16930922
상대동,,1919,516,0,1,0,0,0,0,0,0,852,1483,933,321,56,128.1068227,35.18353253
정촌면,,156,25,0,0,0,0,0,0,0,0,0,21,3,8,4.276923077,128.1008671,35.12044289
문산읍,,29,15,0,1,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1891157,35.1740753
수곡면,,39,18,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9420552,35.17973744
판문동,,18,6,0,0,0,0,0,0,0,0,0,0,0,0,15.02857143,128.0354052,35.17936077
집현면,,15,10,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0908385,35.25123872
내동면,,34,17,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0570929,35.13868619
대곡면,,28,12,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.189611,35.23268244
진성면,,37,14,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2548358,35.15564972
진성면,,27,15,0,1,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2547525,35.14663328
명석면,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0138666,35.24708158
명석면,,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0249743,35.26506777
지수면,,10,6,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2609553,35.22323811
이반성면,,35,22,0,1,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3261502,35.15067596
사봉면,,26,20,0,1,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2990585,35.18692523
대곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1680025,35.2778879
판문동,,90,37,0,1,0,0,0,0,0,0,0,0,0,0,15.02857143,128.0355531,35.20190268
성북동,,1478,503,0,2,0,1,3,1,2,8,953,677,1186,814,55.16666667,128.0794299,35.19268368
천전동,,805,308,0,1,0,0,0,0,3,0,31,59,92,38,48.47058824,128.0848896,35.18814893
진성면,,48,26,0,1,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2492638,35.14666735
수곡면,,16,14,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9313111,35.22486145
이반성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3534531,35.13696138
이반성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3314098,35.12809771
천전동,,76,23,0,0,0,0,0,0,0,0,6,12,40,5,48.47058824,128.0847604,35.17011553
명석면,,19,8,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,127.9919927,35.26520637
금곡면,,17,10,0,1,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1829847,35.09746534
진성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2546693,35.13761684
정촌면,,17,6,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1338944,35.13380026
내동면,,42,18,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0900881,35.14754708
천전동,,2833,1036,0,2,0,0,1,0,0,0,53,1007,1240,594,48.47058824,128.0848573,35.18364059
금곡면,,44,26,0,1,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1832105,35.12451524
일반성면,,42,21,0,1,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2935233,35.18245319
지수면,,17,12,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2446797,35.24588141
대곡면,,33,27,0,1,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1403723,35.26000361
대곡면,,47,25,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1679285,35.26887148
금산면,,46,29,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1618819,35.20127805
이반성면,,41,23,0,1,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3097282,35.15529528
상대동,,3880,1033,0,2,1,0,1,0,0,4,3,20,171,63,56,128.1122802,35.17899656
초장동,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35897436,128.1069568,35.20156582
금산면,,2418,390,0,2,0,0,1,0,0,0,8,279,338,107,6.915492958,128.1455115,35.21489183
평거동,,1775,461,0,2,0,0,0,0,0,0,393,265,220,169,58.3,128.0628918,35.18374467
수곡면,,67,30,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9419576,35.16170361
초장동,,87,40,0,0,0,0,0,0,0,0,0,1,0,1,10.35897436,128.1015973,35.21962649
명석면,,49,20,0,1,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0301777,35.21996033
가호동,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4516129,128.1285104,35.14735388
진성면,,28,17,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2219397,35.16035869
금산면,,48,28,0,1,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1400889,35.22393755
집현면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0797825,35.24227528
문산읍,,28,20,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1834365,35.15156502
미천면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.0965988,35.28727797
중앙동,,1013,424,0,0,0,0,1,0,0,4,2356,2029,1415,1238,54.75,128.0849219,35.19265728
진성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2275498,35.17385054
명석면,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0252071,35.30113433
문산읍,,18,7,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1561357,35.16974995
대곡면,,25,12,0,1,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1788097,35.25528566
진성면,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2496361,35.18724123
진성면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2166082,35.17842424
금곡면,,18,10,0,1,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1996337,35.11991304
일반성면,,21,11,0,1,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2713036,35.155546
하대동,,4512,823,0,1,0,0,0,0,0,1,11112,7631,3679,1909,63.45454545,128.1233655,35.19246549
금곡면,,20,10,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1887357,35.12899249
집현면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0963344,35.25121177
정촌면,,35,16,0,1,0,0,0,0,0,0,0,0,0,0,4.276923077,128.084438,35.12503177
상대동,,1298,374,0,0,0,0,0,0,0,0,7,147,493,225,56,128.1177712,35.17896868
이반성면,,12,10,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3483395,35.17306479
대곡면,,18,11,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1513652,35.25994494
정촌면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1611884,35.11562032
판문동,,195,20,0,0,0,0,0,0,0,0,4,9,11,4,15.02857143,128.0408067,35.1658112
집현면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1181469,35.22856004
명석면,,27,9,0,1,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0301483,35.21545196
상대동,,1185,353,0,0,0,0,0,0,0,0,0,3,18,7,56,128.1012982,35.17905158
진성면,,20,9,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2275899,35.17835877
천전동,,1738,611,0,1,1,0,0,1,0,0,29,16,13,22,48.47058824,128.084825,35.17913224
금곡면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1719398,35.08850997
지수면,,24,13,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2117861,35.25509618
정촌면,,2030,150,0,0,0,0,1,0,0,0,0,109,58,33,4.276923077,128.1009334,35.12945965
내동면,,28,15,0,1,0,0,0,0,0,0,0,0,0,0,1.2125,128.0131009,35.12535476
지수면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2664915,35.2277116
문산읍,,36,15,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1890777,35.16956703
명석면,,36,21,0,1,0,0,0,0,0,0,0,0,0,0,1.79245283,128.041375,35.25147011
이반성면,,24,11,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3095496,35.13726264
금곡면,,68,42,0,1,0,0,0,0,0,0,0,0,0,0,1.632183908,128.188243,35.07038433
사봉면,,29,15,0,1,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2497189,35.19625762
명석면,,37,21,0,1,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0306476,35.29209371
초장동,,15,9,0,2,0,0,0,0,0,0,0,0,0,0,10.35897436,128.1234344,35.2014821
수곡면,,65,36,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.8982793,35.21144907
진성면,,17,9,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2495533,35.17822484
대곡면,,13,8,0,1,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1951056,35.23265102
충무공동,,820,51,0,0,0,0,0,0,0,0,353,104,178,44,39.8,128.1342092,35.17437523
사봉면,,16,10,0,1,0,0,0,0,0,0,0,0,0,0,1.913793103,128.3155324,35.18681542
문산읍,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.2055486,35.16947222
정촌면,,46,23,0,1,0,0,0,0,0,0,0,0,0,0,4.276923077,128.0899905,35.13402196
수곡면,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,128.0898279,35.11148001
일반성면,,26,14,0,1,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2878148,35.15994821
금곡면,,14,10,0,1,0,0,0,0,0,0,0,0,0,0,1.632183908,128.2325957,35.1242268
진성면,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.260367,35.1601236
사봉면,,79,51,0,1,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2661526,35.19164632
수곡면,,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.941982,35.16621207
이반성면,,29,16,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3260135,35.13715153
내동면,,26,11,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0405384,35.1252355
대곡면,,29,18,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1348056,35.25101607
정촌면,,437,50,0,0,0,0,0,0,0,0,0,53,22,25,4.276923077,128.0954129,35.12497835
금곡면,,34,22,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1996723,35.12442133
대곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.211865,35.26411254
금곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1827968,35.07492367
이반성면,,21,11,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3262869,35.16420036
중앙동,,2396,935,0,1,0,0,0,0,0,3,1442,1609,1867,815,54.75,128.0849542,35.19716562
대곡면,,55,31,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1788473,35.25979387
대곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.195221,35.24617564
판문동,,91,38,0,1,0,0,0,0,0,0,0,0,0,0,15.02857143,128.0355235,35.19739431
명석면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,127.9866036,35.28326201
수곡면,,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9256756,35.19783027
내동면,,0,,0,1,0,0,0,0,0,0,0,0,0,0,1.2125,128.0022089,35.13892607
초장동,,0,0,0,0,0,0,0,0,0,0,3,6,20,5,10.35897436,128.1234,35.1969738
사봉면,,34,20,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2881629,35.1960135
미천면,,28,18,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.080329,35.31891604
내동면,,9,7,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0737162,35.1611513
내동면,,27,12,0,1,0,0,0,0,0,0,0,0,0,0,1.2125,128.029651,35.13880924
정촌면,,1286,120,0,2,0,0,0,0,0,0,0,20,2,6,4.276923077,128.09538,35.12046997
문산읍,,74,40,1,1,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1888116,35.13800908
내동면,,11,7,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0461162,35.13873616
이반성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3261957,35.1551841
신안동,,1571,357,0,3,0,0,1,0,0,2,653,705,2589,1297,59.2,128.0683832,35.18371902
가호동,,2862,311,0,1,0,0,0,0,0,0,1,28,486,190,24.4516129,128.1010659,35.14749313
미천면,,19,11,0,1,0,0,0,0,0,0,0,0,0,0,1.901639344,128.0802324,35.30539127
대곡면,,56,21,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.140266,35.24647886
대평면,,23,0,2,0,0,0,0,0,0,0,0,0,0,0,2.740740741,127.964097,35.19318059
사봉면,,11,7,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2606609,35.19168094
판문동,,6,,0,0,0,0,0,0,0,0,0,0,0,0,15.02857143,128.040956,35.18835314
일반성면,,29,14,0,1,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2713887,35.16456238
지수면,,26,13,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.293962,35.22753453
명석면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0250615,35.27859275
내동면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0351394,35.13878513
수곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,128.0021812,35.13441763
문산읍,,19,10,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1670428,35.16067339
판문동,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.02857143,128.0353756,35.17485238
문산읍,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.16148,35.15168688
진성면,,27,15,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2112352,35.1919813
금산면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1622114,35.24185233
이반성면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3373126,35.16863309
금산면,,1561,208,0,2,0,0,0,0,0,0,0,21,22,9,6.915492958,128.1400181,35.214921
정촌면,,10,7,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1557739,35.1246668
미천면,,17,10,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1075281,35.27820672
일반성면,,375,130,0,2,0,0,0,0,0,0,0,0,1,0,3.188679245,128.2824548,35.17350831
이반성면,,35,20,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3261046,35.14616782
대평면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.740740741,127.9694594,35.17061725
수곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,128.0898604,35.1159884
금산면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1672269,35.18321482
내동면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0572158,35.15671978
